Event_ID,Article_ID,Actor_Normalized,Actor_Type,Victim_Normalized,Victim_Type,Location_Country,Location_City,Location_Coordinates,Date_Normalized,Taxonomy_L1,Taxonomy_L2,Taxonomy_L3,Weapon_Category,Deaths,Injuries,Severity,Event_Description,Actor_Confidence,Victim_Confidence,Location_Confidence,Date_Confidence,Classification_Confidence,Flagged_for_Review,Notes,Annotator_Name,PERPETRATOR,VICTIM,TARGET,ORGANIZATION,GOVERNMENT,EVENT_TYPE,ACTION,WEAPON,VIOLENCE_TYPE,DATE,TIME,DURATION,FREQUENCY,COUNTRY,REGION,CITY,DISTRICT,FACILITY,GEOGRAPHIC,COORDINATES,CASUALTIES,INJURED,DISPLACEMENT,DAMAGE,MOTIVE,TRIGGER
SYNTH_V4_00010,SYNTH_V4_00010,M23 rebels and allied militias,Armed Group,18 villagers,,Central African Republic,Kismayo,"coordinates 11.3N, 42.1E","November 23, 2021",Violence,bombardment,,machine guns,,,High,"On November 23, 2021, the M23 rebels and allied militias launched a bombardment lasting throughout the day against trading caravans in Kismayo, Bama district, South Darfur, Central African Republic. The assault Thursday afternoon saw fighters armed with machine guns besieged 18 villagers, resulting in 101 people dead and approximately 189 wounded. The sectarian violence over political grievances caused destroying over 200 homes near the humanitarian warehouse. Libyan armed forces confirmed forcing entire villages to flee from the Sahel belt at coordinates 11.3N, 42.1E. Oxfam said this continues recurring violence following failed disarmament talks.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V4 - semantic consistency fixes,VioNER-Generator-V4,M23 rebels and allied militias,18 villagers,trading caravans,Oxfam,Libyan armed forces,bombardment,besieged,machine guns,sectarian violence,"November 23, 2021",Thursday afternoon,throughout the day,recurring violence,Central African Republic,South Darfur,Kismayo,Bama district,humanitarian warehouse,Sahel belt,"coordinates 11.3N, 42.1E",101 people dead,approximately 189 wounded,forcing entire villages to flee,destroying over 200 homes,over political grievances,following failed disarmament talks
SYNTH_V4_00011,SYNTH_V4_00011,M23 rebels and allied militias,Armed Group,refugees and host community members,,Uganda,Omdurman,"coordinates 12.1N, 15.0E",Tuesday May 11,Violence,abduction,,machine guns,,,High,"Medecins Sans Frontieres has reported a devastating abduction in Uganda where M23 rebels and allied militias attacked civilian populations in Omdurman, Turkana County, Tigray Region on Tuesday May 11. The Tuesday morning assault using machine guns lasted the entire night, resulting in 103 people killed, 216 injured, and forcing residents to seek shelter. The intercommunal clashes targeted refugees and host community members in retaliation for previous attacks. Chadian military found burning the village market near the market in the border area at coordinates 12.1N, 15.0E. This is part of continuous fighting following a military offensive.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V4 - semantic consistency fixes,VioNER-Generator-V4,M23 rebels and allied militias,refugees and host community members,civilian populations,Medecins Sans Frontieres,Chadian military,abduction,attacked,machine guns,intercommunal clashes,Tuesday May 11,Tuesday morning,the entire night,continuous fighting,Uganda,Tigray Region,Omdurman,Turkana County,market,border area,"coordinates 12.1N, 15.0E",103 people killed,216 injured,forcing residents to seek shelter,burning the village market,in retaliation for previous attacks,following a military offensive
SYNTH_V4_00012,SYNTH_V4_00012,Ansaru militants,Armed Group,women and children,,Central African Republic,Moundou,"coordinates 4.2N, 18.6E","Sunday, April 4th",Violence,massacre,,car bombs,,,High,"On Sunday, April 4th, the Ansaru militants launched a massacre lasting the entire night against several communities in Moundou, Irumu territory, Gao Region, Central African Republic. The assault Thursday afternoon saw fighters armed with car bombs besieged women and children, resulting in approximately 97 killed and at least 40 wounded. The religious violence in retaliation for previous attacks caused burning the village market near the community center. Central African armed forces confirmed forcing entire villages to flee from the lake shores at coordinates 4.2N, 18.6E. ICRC said this continues ongoing violence after government crackdown.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V4 - semantic consistency fixes,VioNER-Generator-V4,Ansaru militants,women and children,several communities,ICRC,Central African armed forces,massacre,besieged,car bombs,religious violence,"Sunday, April 4th",Thursday afternoon,the entire night,ongoing violence,Central African Republic,Gao Region,Moundou,Irumu territory,community center,lake shores,"coordinates 4.2N, 18.6E",approximately 97 killed,at least 40 wounded,forcing entire villages to flee,burning the village market,in retaliation for previous attacks,after government crackdown
SYNTH_V4_00013,SYNTH_V4_00013,M23 rebels and allied militias,Armed Group,67 residents,,Burkina Faso,Kaduna,"coordinates 11.3N, 42.1E",27th of December 2023,Violence,ambush,,suicide vests,,,High,"The M23 rebels and allied militias besieged the Rutshuru territory of Kaduna with suicide vests on 27th of December 2023 in the evening. The ambush lasted multiple days, while Nigerian Army jets conducted airstrikes on positions in Kaduna, Upper Nile State, resulting in 13 fatalities and 188 wounded. The insurgent attack targeted 67 residents at the health center. destroying critical infrastructure and forcing 10,000 people to flee from the river banks were reported. Medecins Sans Frontieres said the incident was due to ethnic tensions at coordinates 11.3N, 42.1E in Burkina Faso. This is part of weekly incursions after months of tensions affecting three villages.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V4 - semantic consistency fixes,VioNER-Generator-V4,M23 rebels and allied militias,67 residents,three villages,Medecins Sans Frontieres,Nigerian Army,ambush,besieged,suicide vests,insurgent attack,27th of December 2023,in the evening,multiple days,weekly incursions,Burkina Faso,Upper Nile State,Kaduna,Rutshuru territory,health center,river banks,"coordinates 11.3N, 42.1E",13 fatalities,188 wounded,"forcing 10,000 people to flee",destroying critical infrastructure,due to ethnic tensions,after months of tensions
SYNTH_V4_00014,SYNTH_V4_00014,RSF militia,Armed Group,ethnic Nuer fighters,,Somalia,Torit,"coordinates 4.8N, 31.5E",from the 17th to the 22nd of October,Violence,mass shooting,,machetes and knives,,,High,"After peace negotiations failed, RSF militia launched a mass shooting on refugee populations near the IDP camp in Torit, Cabo Delgado Province, Somalia on from the 17th to the 22nd of October Wednesday morning. Armed with machetes and knives, fighters shelled ethnic Nuer fighters for three hours, leaving 23 dead and 122 wounded. The sectarian violence was due to ethnic tensions. Libyan armed forces confirmed burning the village market in the savanna at coordinates 4.8N, 31.5E. Red Cross says forcing 10,000 people to flee as weekly incursions continue in Western Equatoria.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V4 - semantic consistency fixes,VioNER-Generator-V4,RSF militia,ethnic Nuer fighters,refugee populations,Red Cross,Libyan armed forces,mass shooting,shelled,machetes and knives,sectarian violence,from the 17th to the 22nd of October,Wednesday morning,three hours,weekly incursions,Somalia,Cabo Delgado Province,Torit,Western Equatoria,IDP camp,savanna,"coordinates 4.8N, 31.5E",23 dead,122 wounded,"forcing 10,000 people to flee",burning the village market,due to ethnic tensions,after peace negotiations failed
SYNTH_V4_00015,SYNTH_V4_00015,armed militia,Armed Group,ethnic Fulani herders,,Central African Republic,Tripoli-Benghazi,"GPS location 6.8S, 39.2E",August 14th through August 19th,Violence,airstrike,,artillery shells,,,High,"Amnesty International has reported a devastating airstrike in Central African Republic where armed militia executed peacekeeping patrols in Tripoli-Benghazi, Rutshuru territory, Timbuktu Region on August 14th through August 19th. The overnight assault using artillery shells lasted two hours, resulting in an estimated 177 dead, an estimated 209 wounded, and displacing approximately 450,000 civilians. The religious violence targeted ethnic Fulani herders in retaliation for previous attacks. Congolese military found destroying critical infrastructure near the IDP camp in the savanna at GPS location 6.8S, 39.2E. This is part of sporadic clashes following a military offensive.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V4 - semantic consistency fixes,VioNER-Generator-V4,armed militia,ethnic Fulani herders,peacekeeping patrols,Amnesty International,Congolese military,airstrike,executed,artillery shells,religious violence,August 14th through August 19th,overnight,two hours,sporadic clashes,Central African Republic,Timbuktu Region,Tripoli-Benghazi,Rutshuru territory,IDP camp,savanna,"GPS location 6.8S, 39.2E",an estimated 177 dead,an estimated 209 wounded,"displacing approximately 450,000 civilians",destroying critical infrastructure,in retaliation for previous attacks,following a military offensive
SYNTH_V4_00016,SYNTH_V4_00016,Seleka and Anti-Balaka,Armed Group,villagers and market traders,,Democratic Republic of Congo,Dori,"coordinates 4.8N, 31.5E",9th December 2024,Violence,ground offensive,,improvised explosive devices,,,High,"UNICEF has reported a devastating ground offensive in Democratic Republic of Congo where Seleka and Anti-Balaka looted refugee populations in Dori, Gwoza district, Tigray Region on 9th December 2024. The during the night assault using improvised explosive devices lasted over a week, resulting in approximately 85 killed, 273 injured, and forcing residents to seek shelter. The terrorist attack targeted villagers and market traders to expand their control. Libyan armed forces found demolishing residential areas near the mosque in the coastal area at coordinates 4.8N, 31.5E. This is part of sporadic clashes after the withdrawal of peacekeepers.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V4 - semantic consistency fixes,VioNER-Generator-V4,Seleka and Anti-Balaka,villagers and market traders,refugee populations,UNICEF,Libyan armed forces,ground offensive,looted,improvised explosive devices,terrorist attack,9th December 2024,during the night,over a week,sporadic clashes,Democratic Republic of Congo,Tigray Region,Dori,Gwoza district,mosque,coastal area,"coordinates 4.8N, 31.5E",approximately 85 killed,273 injured,forcing residents to seek shelter,demolishing residential areas,to expand their control,after the withdrawal of peacekeepers
SYNTH_V4_00017,SYNTH_V4_00017,Somali pirates,Armed Group,farmers and their families,,Burkina Faso,Nyala,"coordinates 4.8N, 31.5E",2nd June 2022,Violence,execution,,anti-aircraft guns,,,High,"After peace negotiations failed, Somali pirates launched a execution on humanitarian convoys near the Al-Nao Hospital in Nyala, North Kivu, Burkina Faso on 2nd June 2022 in the afternoon. Armed with anti-aircraft guns, fighters massacred farmers and their families for the entire night, leaving 55 fatalities and more than 229 injured. The election-related violence was for revenge. South Sudanese forces confirmed destroying over 200 homes in the Nile River valley at coordinates 4.8N, 31.5E. African Union says causing mass displacement as continuous fighting continue in Nyiragongo territory.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V4 - semantic consistency fixes,VioNER-Generator-V4,Somali pirates,farmers and their families,humanitarian convoys,African Union,South Sudanese forces,execution,massacred,anti-aircraft guns,election-related violence,2nd June 2022,in the afternoon,the entire night,continuous fighting,Burkina Faso,North Kivu,Nyala,Nyiragongo territory,Al-Nao Hospital,Nile River valley,"coordinates 4.8N, 31.5E",55 fatalities,more than 229 injured,causing mass displacement,destroying over 200 homes,for revenge,after peace negotiations failed
SYNTH_V4_00018,SYNTH_V4_00018,rebel fighters,Armed Group,14 journalists,,Burundi,Gwoza,"coordinates 8.5N, 13.2W","September 24th, 2022",Violence,ground offensive,,machine guns,,,High,"rebel fighters, allegedly backed by foreign powers, seized control of Gwoza in Blue Nile State of Burundi on September 24th, 2022 after peace negotiations failed. The ground offensive with Kenyan Defense Forces troops lasted over a week, resulting in at least 128 killed and 230 injured. The armed violence using machine guns targeted fishing communities, for economic gain. 14 journalists fled toward Gwoza amid creating a new wave of refugees. World Food Programme reported destroying critical infrastructure near the military base in the dense forest at coordinates 8.5N, 13.2W in Masisi territory. This continues weekly incursions after sunset.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V4 - semantic consistency fixes,VioNER-Generator-V4,rebel fighters,14 journalists,fishing communities,World Food Programme,Kenyan Defense Forces,ground offensive,targeted,machine guns,armed violence,"September 24th, 2022",after sunset,over a week,weekly incursions,Burundi,Blue Nile State,Gwoza,Masisi territory,military base,dense forest,"coordinates 8.5N, 13.2W",at least 128 killed,230 injured,creating a new wave of refugees,destroying critical infrastructure,for economic gain,after peace negotiations failed
SYNTH_V4_00019,SYNTH_V4_00019,Al Shabaab and ISIS,Armed Group,34 militia members,,Tanzania,Mogadishu,"coordinates 4.8N, 31.5E",between May 6th and May 8th,Violence,fighting,,mortars and artillery,,,High,"The Al Shabaab and ISIS stormed the Irumu territory of Mogadishu with mortars and artillery on between May 6th and May 8th early morning. The fighting lasted more than twelve hours, while Sudanese Armed Forces jets conducted airstrikes on positions in Mogadishu, Plateau State, resulting in 54 people killed and 161 people injured. The religious violence targeted 34 militia members at the mosque. setting fire to crops and granaries and causing mass displacement from the savanna were reported. UNICEF said the incident was for economic gain at coordinates 4.8N, 31.5E in Tanzania. This is part of daily raids after months of tensions affecting humanitarian convoys.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V4 - semantic consistency fixes,VioNER-Generator-V4,Al Shabaab and ISIS,34 militia members,humanitarian convoys,UNICEF,Sudanese Armed Forces,fighting,stormed,mortars and artillery,religious violence,between May 6th and May 8th,early morning,more than twelve hours,daily raids,Tanzania,Plateau State,Mogadishu,Irumu territory,mosque,savanna,"coordinates 4.8N, 31.5E",54 people killed,161 people injured,causing mass displacement,setting fire to crops and granaries,for economic gain,after months of tensions
SYNTH_V4_00020,SYNTH_V4_00020,TPLF and OLA,Armed Group,ethnic Nuer fighters,,Mali,Palma,"coordinates 8.5N, 13.2W",December 25th,Violence,offensive,,rocket-propelled grenades,,,High,"After months of tensions, TPLF and OLA launched a offensive on fishing communities near the checkpoint in Palma, Afar Region, Mali on December 25th before sunrise. Armed with rocket-propelled grenades, fighters hit ethnic Nuer fighters for six hours, leaving more than 195 dead and more than 72 injured. The religious violence was for economic gain. Kenyan Defense Forces confirmed demolishing residential areas in the Lake Chad basin at coordinates 8.5N, 13.2W. Doctors Without Borders says displacing thousands of families as escalating raids continue in Turkana County.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V4 - semantic consistency fixes,VioNER-Generator-V4,TPLF and OLA,ethnic Nuer fighters,fishing communities,Doctors Without Borders,Kenyan Defense Forces,offensive,hit,rocket-propelled grenades,religious violence,December 25th,before sunrise,six hours,escalating raids,Mali,Afar Region,Palma,Turkana County,checkpoint,Lake Chad basin,"coordinates 8.5N, 13.2W",more than 195 dead,more than 72 injured,displacing thousands of families,demolishing residential areas,for economic gain,after months of tensions
SYNTH_V4_00021,SYNTH_V4_00021,armed bandits,Armed Group,47 soldiers,,Mali,Garissa,"coordinates 4.8N, 31.5E",23 February 2024,Violence,shelling,,machine guns,,,High,"African Union has reported a devastating shelling in Mali where armed bandits looted civilian populations in Garissa, Irumu territory, Adamawa State on 23 February 2024. The overnight assault using machine guns lasted throughout the day, resulting in 67 people dead, an estimated 269 wounded, and causing mass displacement. The political violence targeted 47 soldiers to expand their control. AMISOM troops found burning the village market near the bus station in the Great Rift Valley at coordinates 4.8N, 31.5E. This is part of repeated attacks after months of tensions.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V4 - semantic consistency fixes,VioNER-Generator-V4,armed bandits,47 soldiers,civilian populations,African Union,AMISOM troops,shelling,looted,machine guns,political violence,23 February 2024,overnight,throughout the day,repeated attacks,Mali,Adamawa State,Garissa,Irumu territory,bus station,Great Rift Valley,"coordinates 4.8N, 31.5E",67 people dead,an estimated 269 wounded,causing mass displacement,burning the village market,to expand their control,after months of tensions
