Event_ID,Article_ID,Actor_Normalized,Actor_Type,Victim_Normalized,Victim_Type,Location_Country,Location_City,Location_Coordinates,Date_Normalized,Taxonomy_L1,Taxonomy_L2,Taxonomy_L3,Weapon_Category,Deaths,Injuries,Severity,Event_Description,Actor_Confidence,Victim_Confidence,Location_Confidence,Date_Confidence,Classification_Confidence,Flagged_for_Review,Notes,Annotator_Name,PERPETRATOR,VICTIM,TARGET,ORGANIZATION,GOVERNMENT,EVENT_TYPE,ACTION,WEAPON,VIOLENCE_TYPE,DATE,TIME,DURATION,FREQUENCY,COUNTRY,REGION,CITY,DISTRICT,FACILITY,GEOGRAPHIC,COORDINATES,CASUALTIES,INJURED,DISPLACEMENT,DAMAGE,MOTIVE,TRIGGER
ENHANCED_ACLED_NIG26592,ENHANCED_ACLED_NIG26592,armed group,Armed Group,Police Forces of Nigeria (2015-2023,,Nigeria,Ifo,"6.8144,3.1958",2022-10-12,Violence,attack,,machete,,,High,"On 12 October 2022, an unidentified armed group attacked an operative of the police So Safe corps with a machete and wounded him at Anifowose community (Ifo, Ogun). The operatives had trailed the assailants who 10 in number when they stopped and attacked one operative. One motorcycle and a locally made gun were recovered by the operatives while the assailants fled.",0.95,0.95,0.95,0.95,0.95,False,Enhanced ACLED data with full entity extraction,VioNER-Enhancer-v1,armed group,Police Forces of Nigeria (2015-2023,community,un,police,attack,attacked,machete,armed violence,2022-10-12,daytime,brief encounter,sporadic attacks,Nigeria,central Nigeria,Ifo,Ifo area,local buildings,the area,"6.8144,3.1958",unknown casualties,injuries reported,displacement reported,damage unknown,unknown motive,amid ongoing tensions
ENHANCED_ACLED_SUD13154,ENHANCED_ACLED_SUD13154,unidentified attackers,Armed Group,Civilians (Sudan,,Sudan,Jabal Marrah,"13.1667,24.3667",2019-05-09,Violence,attack,,small arms,,,High,"On 5 September 2019, unknown attackers killed one person and injured four (including a university student and a teacher), in the areas of El Sadaga, El Sadelali and El Sawra (Central Darfur, coordinates for Jeben Marrah used at prec2).",0.95,0.95,0.95,0.95,0.95,False,Enhanced ACLED data with full entity extraction,VioNER-Enhancer-v1,unidentified attackers,Civilians (Sudan,university,un,Sudan security forces,attack,killed,small arms,armed violence,2019-05-09,daytime,brief encounter,sporadic attacks,Sudan,Central Darfur,Jabal Marrah,the area,university,the area,"13.1667,24.3667",1 killed,injuries reported,no displacement reported,damage unknown,unknown motive,amid ongoing tensions
ENHANCED_ACLED_NIG28041,ENHANCED_ACLED_NIG28041,Kaduna Communal Militia (Nigeria,Armed Group,Civilians (Nigeria,,Nigeria,Birnin Gwari,"10.6637,6.54",2021-01-04,Violence,attack,,small arms,,,High,"On 4 January 2021, a Kaduna militia attacked civilians in Dan Kungi, Birnin Gwari LGA (Kaduna), coded to Birnin Gwari. 6 people were injured and 11 were abducted.",0.95,0.95,0.95,0.95,0.95,False,Enhanced ACLED data with full entity extraction,VioNER-Enhancer-v1,Kaduna Communal Militia (Nigeria,Civilians (Nigeria,residential area,un,Bir,attack,attacked,small arms,armed violence,2021-01-04,daytime,brief encounter,sporadic attacks,Nigeria,central Nigeria,Birnin Gwari,Gwari LGA,local buildings,the area,"10.6637,6.54",unknown casualties,6 people were injured,no displacement reported,damage unknown,unknown motive,amid ongoing tensions
ENHANCED_ACLED_SOM47170,ENHANCED_ACLED_SOM47170,Al Shabaab,Armed Group,Military Forces of Somalia (2022-,,Somalia,Mayafulka,"3.1292,43.6977",2024-11-18,Violence,attack,,RPGs,,,High,"On 18 November 2024, overnight, Al Shabaab carried out a hit-and-run attack against government security forces (SNA) and engaged them in an armed clash at a base in Mayafulka village (Baydhaba, Bay). The clash was initiated with RPGs, there were no casualties and Al Shabaab claimed responsibility.",0.95,0.95,0.95,0.95,0.95,False,Enhanced ACLED data with full entity extraction,VioNER-Enhancer-v1,Al Shabaab,Military Forces of Somalia (2022-,village,un,security forces,attack,attacked,RPGs,armed violence,2024-11-18,night,brief encounter,sporadic attacks,Somalia,central Somalia,Mayafulka,Mayafulka area,local buildings,the area,"3.1292,43.6977",unknown casualties,injuries unknown,no displacement reported,damage unknown,unknown motive,amid ongoing tensions
ENHANCED_ACLED_SSD9411,ENHANCED_ACLED_SSD9411,Kobura Clan Militia (South Sudan,Armed Group,Civilians (South Sudan,,South Sudan,Jebel Lado,"5.0978,31.5822",2023-07-01,Violence,attack,,small arms,,,High,"On 1 July 2023, armed pastoralists from the Kobura clan of the Mundari ethnic group attacked members of the Bari at Ilikare, Lumonik, and Lopur village (location coded to Jebel Lado, Juba county, Central Equatoria state), displacing 4,000 members of the Bari. The source explains the attacks as being the result of anger being directed against the Bari, following a cattle raid by the Nyangwara Mundari clan and an incident with the SSPDF. Casualties unknown.",0.95,0.95,0.95,0.95,0.95,False,Enhanced ACLED data with full entity extraction,VioNER-Enhancer-v1,Kobura Clan Militia (South Sudan,Civilians (South Sudan,village,un,SSPDF,attack,attacked,small arms,ethnic violence,2023-07-01,daytime,brief encounter,sporadic attacks,South Sudan,Juba county,Jebel Lado,Juba county,local buildings,the area,"5.0978,31.5822",unknown casualties,injuries unknown,"displacing 4,000",damage unknown,ethnic tensions,following previous incidents
ENHANCED_ACLED_ETH12534,ENHANCED_ACLED_ETH12534,armed group,Armed Group,Military Forces of Ethiopia (2018-,,Ethiopia,Itang,"8.2,34.2667",2024-05-13,Violence,clashe,,ied,,,High,"On 13 May 2024, for the second day, an armed actor (coded as an unidentified armed group) clashed with ENDF and Gambela state police in Itang (Itang Special woreda, Gambela). The clash started on 12 May 2024 (coded separately) when the ENDF attempted to disarm groups armed with illegal weapons. There were no fatalities.",0.95,0.95,0.95,0.95,0.95,False,Enhanced ACLED data with full entity extraction,VioNER-Enhancer-v1,armed group,Military Forces of Ethiopia (2018-,residential area,un,police,clashe,attacked,ied,armed violence,2024-05-13,daytime,brief encounter,sporadic attacks,Ethiopia,and Gambela state,Itang,Special woreda,local buildings,the area,"8.2,34.2667",unknown casualties,injuries unknown,no displacement reported,damage unknown,unknown motive,amid ongoing tensions
ENHANCED_ACLED_SSD8490,ENHANCED_ACLED_SSD8490,Murle Ethnic Militia (South Sudan,Armed Group,Lou Clan Militia (South Sudan,,South Sudan,Thol,"8.4932,32.0531",2022-04-22,Violence,raid,,small arms,,,High,"On 22 April 2022, suspected Murle cattle raiders clashed with cattle guards (presumed to be Lou Nuer) in the area of Thol (Nyirol county, Jonglei state), with seven people killed (five Murle, and two Lou Nuer) and four Lou Nuer wounded.",0.95,0.95,0.95,0.95,0.95,False,Enhanced ACLED data with full entity extraction,VioNER-Enhancer-v1,Murle Ethnic Militia (South Sudan,Lou Clan Militia (South Sudan,residential area,un,South Sudan security forces,raid,killed,small arms,armed violence,2022-04-22,daytime,brief encounter,sporadic attacks,South Sudan,Nyirol county,Thol,Nyirol county,local buildings,the area,"8.4932,32.0531",7 killed,injuries reported,no displacement reported,damage unknown,resource conflict,amid ongoing tensions
ENHANCED_ACLED_BFO9906,ENHANCED_ACLED_BFO9906,Volunteer for Defense of Homeland,Armed Group,Group for Support of Islam and Muslims,,Burkina Faso,Bofian,"11.1484,-2.4695",2023-05-22,Violence,attack,,explosive,,,High,"On 22 May 2023, volunteer fighters (VDP) attacked a position of presumed JNIM militants in the forest near Bofian (Boura, Sissili). VDP seized motorcycles and explosive devices. Fatalities estimated as low and coded as 3.",0.95,0.95,0.95,0.95,0.95,False,Enhanced ACLED data with full entity extraction,VioNER-Enhancer-v1,Volunteer for Defense of Homeland,Group for Support of Islam and Muslims,residential area,un,Burkina Faso security forces,attack,attacked,explosive,armed violence,2023-05-22,daytime,brief encounter,sporadic attacks,Burkina Faso,central Burkina Faso,Bofian,Bofian area,local buildings,the forest,"11.1484,-2.4695",3 killed,injuries unknown,no displacement reported,damage unknown,unknown motive,amid ongoing tensions
ENHANCED_ACLED_SOM31402,ENHANCED_ACLED_SOM31402,Al Shabaab,Armed Group,Military Forces of Somalia (2017-2022,,Somalia,Leego,"2.7144,44.509",2020-06-17,Violence,killing,,IED,,,High,"On 17 June 2020, an Al Shabaab IED targeting a government forces/US forces convoy exploded near Leego village (Buur Hakaba, Bay). One military vehicle was destroyed by the explosion. Some people were killed near the Leego town checkpoint. Unspecified fatalities coded as 3.",0.95,0.95,0.95,0.95,0.95,False,Enhanced ACLED data with full entity extraction,VioNER-Enhancer-v1,Al Shabaab,Military Forces of Somalia (2017-2022,village,un,government forces,killing,killed,IED,armed violence,2020-06-17,daytime,brief encounter,sporadic attacks,Somalia,central Somalia,Leego,Leego area,local buildings,the area,"2.7144,44.509",3 killed,injuries unknown,no displacement reported,property damage reported,unknown motive,amid ongoing tensions
ENHANCED_ACLED_SSD11134,ENHANCED_ACLED_SSD11134,Murle Ethnic Militia (South Sudan,Armed Group,Civilians (South Sudan,,South Sudan,Nyanepol,"8.2048,31.1845",2022-01-13,Violence,attack,,ied,,,High,"On 13 January 2022, suspected Murle cattle raiders attacked an unspecified cattle camp in Kuacdeng payam (Ayod county, Jonglei state; coded to Nyanepol), killing one and wounding three, and stealing 70 head of cattle. Victims presumed to be Gawaar Nuer.",0.95,0.95,0.95,0.95,0.95,False,Enhanced ACLED data with full entity extraction,VioNER-Enhancer-v1,Murle Ethnic Militia (South Sudan,Civilians (South Sudan,camp,un,South Sudan security forces,attack,attacked,ied,armed violence,2022-01-13,daytime,brief encounter,sporadic attacks,South Sudan,Ayod county,Nyanepol,Ayod county,camp,the area,"8.2048,31.1845",1 killed,injuries reported,no displacement reported,damage unknown,resource conflict,amid ongoing tensions
ENHANCED_ACLED_SSD10326,ENHANCED_ACLED_SSD10326,Military Forces of South Sudan (2011-,Armed Group,Civilians (South Sudan,,South Sudan,Wangyake,"8.8514,29.6616",2021-02-21,Violence,attack,,ied,,,High,"On 21 February 2021, SSPDF were reported to have attacked and torched the villages of Jahah, Loang, and Pham (coded to Wangyake) in Buaw payam (Koch county, Unity state) , in response to a clash earlier in the month. An NGO building was looted in one of the villages (coded separately), whilst an unspecified number of civilians were displaced. The report does not mention whether there were fatalities or injuries. All victims are Nuer, but of unspecified section.",0.95,0.95,0.95,0.95,0.95,False,Enhanced ACLED data with full entity extraction,VioNER-Enhancer-v1,Military Forces of South Sudan (2011-,Civilians (South Sudan,village,un,SSPDF,attack,attacked,ied,armed violence,2021-02-21,daytime,brief encounter,sporadic attacks,South Sudan,Koch county,Wangyake,Koch county,local buildings,the area,"8.8514,29.6616",unknown casualties,injuries reported,displacement reported,torched the,unknown motive,amid ongoing tensions
ENHANCED_ACLED_KEN5267,ENHANCED_ACLED_KEN5267,Kipsigi Ethnic Militia (Kenya,Armed Group,Maasai Ethnic Militia (Kenya,,Kenya,Kilgoris,"-1.0077,34.8806",2016-12-21,Violence,attacks,,small arms,,,High,"Three people were on 21/12 are killed in Esoit, Trans Mara West (outside Kilgoris) in Narok County as fighting between the Kipsigis and Maasai communities. The fighting was an escalation of tit-for-tat attacks the previous day.",0.95,0.95,0.95,0.95,0.95,False,Enhanced ACLED data with full entity extraction,VioNER-Enhancer-v1,Kipsigi Ethnic Militia (Kenya,Maasai Ethnic Militia (Kenya,residential area,un,Kenya security forces,attacks,killed,small arms,armed violence,2016-12-21,daytime,brief encounter,sporadic attacks,Kenya,in Narok County,Kilgoris,Narok County,local buildings,the area,"-1.0077,34.8806",3 killed,injuries unknown,no displacement reported,damage unknown,unknown motive,amid ongoing tensions
ENHANCED_ACLED_EGY11741,ENHANCED_ACLED_EGY11741,Islamic State Sinai Province (IS Sinai,Armed Group,Military Forces of Egypt (2014-,,Egypt,Al Tilul,"31.0524,33.2234",2022-05-30,Violence,attack,,firearms,,,High,"On 30 May 2022, an Islamic State militant attacked a checkpoint belonging to the Egyptian military forces and engaged in an exchange of fire with the soldiers in Al Tilul (Biear Al Abd, North Sinai). Casualties unknown.",0.95,0.95,0.95,0.95,0.95,False,Enhanced ACLED data with full entity extraction,VioNER-Enhancer-v1,Islamic State Sinai Province (IS Sinai,Military Forces of Egypt (2014-,residential area,un,Egyptian military,attack,attacked,firearms,militant attack,2022-05-30,daytime,brief encounter,sporadic attacks,Egypt,an Islamic State,Al Tilul,Al Tilul area,local buildings,the area,"31.0524,33.2234",unknown casualties,injuries unknown,no displacement reported,damage unknown,unknown motive,amid ongoing tensions
ENHANCED_ACLED_KEN6139,ENHANCED_ACLED_KEN6139,Pokot Ethnic Militia (Kenya,Armed Group,Police Forces of Kenya (2013-2022,,Kenya,Keiyo Valley,"0.659,35.5834",2017-04-22,Violence,attack,,firearms,,,High,"Pokot raiders and police reservists engage in a firefight in Keiyo Valley on 22/04/2017. Four Pokot warriors and two civilians were killed in the shootout. According to the source, the attack could have been politically motivated and meant to intimidate communities not to take part in the Jubilee Coalition nominations.",0.95,0.95,0.95,0.95,0.95,False,Enhanced ACLED data with full entity extraction,VioNER-Enhancer-v1,Pokot Ethnic Militia (Kenya,Police Forces of Kenya (2013-2022,residential area,un,police,attack,killed,firearms,armed violence,2017-04-22,daytime,brief encounter,sporadic attacks,Kenya,central Kenya,Keiyo Valley,Keiyo Valley area,local buildings,Valley,"0.659,35.5834",6 killed,injuries unknown,no displacement reported,damage unknown,unknown motive,amid ongoing tensions
ENHANCED_ACLED_SSD8267,ENHANCED_ACLED_SSD8267,Ruweng Clan Militia (South Sudan,Armed Group,Civilians (South Sudan,,South Sudan,Wathnyona,"9.3538,29.9085",2022-02-11,Violence,attack,,ied,,,High,"Around 11 February 2022, cattle raiders from Pariang county (presumed to be Ruweng Dinka) attacked civilians in Longlei village in Wathnyona boma (Guit county, Unity state; coded to Wathnyona), killing at least three people (one source says six) and wounding ten, with an unspecified number of cattle stolen. All victims presumed to be Western Jikany Nuer.",0.95,0.95,0.95,0.95,0.95,False,Enhanced ACLED data with full entity extraction,VioNER-Enhancer-v1,Ruweng Clan Militia (South Sudan,Civilians (South Sudan,village,un,South Sudan security forces,attack,attacked,ied,armed violence,2022-02-11,daytime,brief encounter,sporadic attacks,South Sudan,from Pariang county,Wathnyona,Pariang county,local buildings,the area,"9.3538,29.9085",3 killed,injuries reported,no displacement reported,damage unknown,resource conflict,amid ongoing tensions
